time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-04T14:53:56.790Z,-17.8965,-178.4643,598.82,4.3,mb,,113,3.321,0.54,us,us2000arn5,2017-09-25T21:26:28.040Z,"281km SE of Lambasa, Fiji",earthquake,17.4,11.9,0.125,18,reviewed,us,us
2017-09-05T08:13:14.820Z,42.6031,-111.4735,2.76,4.3,mwr,,57,0.319,0.52,us,us2000afyp,2017-09-29T19:51:04.820Z,"12km ESE of Soda Springs, Idaho",earthquake,1.3,5.1,0.034,84,reviewed,us,us
2017-09-05T09:52:00.030Z,43.6422,-127.4131,10,4.3,mb,,190,2.377,1.16,us,us2000ag0i,2017-09-09T00:26:51.756Z,"250km WNW of Bandon, Oregon",earthquake,8.1,2,0.069,59,reviewed,us,us
2017-09-05T17:26:58.520Z,-8.0546,107.0749,30.32,4.3,mb,,95,1.335,0.74,us,us2000arp2,2017-09-28T22:11:03.040Z,"65km SSW of Cigarogol, Indonesia",earthquake,5.8,5.5,0.153,12,reviewed,us,us
2017-09-05T20:54:14.620Z,42.5754,-111.4192,4.7,4.3,mwr,,29,0.302,0.79,us,us2000agbd,2017-09-12T19:10:50.220Z,"17km ESE of Soda Springs, Idaho",earthquake,3,4.9,0.032,93,reviewed,us,us
2017-09-05T21:23:19.360Z,42.5959,-111.4299,5,4.3,mwr,,40,0.296,0.84,us,us2000agc9,2017-09-12T18:55:28.170Z,"15km ESE of Soda Springs, Idaho",earthquake,2.4,2,0.033,87,reviewed,us,us
2017-09-06T13:07:15.580Z,-5.7592,149.5213,150.26,4.3,mb,,116,2.882,0.68,us,us2000arpr,2017-09-23T11:33:44.040Z,"50km N of Kandrian, Papua New Guinea",earthquake,9.3,9,0.147,13,reviewed,us,us
2017-09-06T23:07:59.710Z,-22.2203,-67.473,185.57,4.3,mb,,52,0.977,1,us,us2000ah8u,2017-09-28T00:11:56.040Z,"108km NE of San Pedro de Atacama, Chile",earthquake,5,7.9,0.168,10,reviewed,us,us
2017-09-07T06:47:43.910Z,13.7071,120.7839,208.63,4.3,mb,,151,9.646,0.42,us,us2000arq9,2017-09-29T07:47:13.040Z,"10km WNW of Tingloy, Philippines",earthquake,8,9.1,0.096,31,reviewed,us,us
2017-09-07T16:24:34.340Z,25.8924,125.0648,135.95,4.3,mb,,78,2.34,1.1,us,us2000ahkc,2017-09-08T14:50:30.040Z,"122km N of Hirara, Japan",earthquake,7.9,8,0.083,41,reviewed,us,us
2017-09-08T02:26:23.700Z,36.6996,-97.683,6.073,4.3,mwr,,49,,0.69,us,us2000ahub,2017-09-28T03:34:24.151Z,"12km SSE of Medford, Oklahoma",earthquake,1.5,5.6,0.036,75,reviewed,tul,us
2017-09-08T05:43:46.470Z,15.4001,-94.0309,50.16,4.3,mb,,192,2.419,1.05,us,us2000arr3,2017-09-27T06:48:28.040Z,"72km SSW of Paredon, Mexico",earthquake,12.1,18.1,0.133,16,reviewed,us,us
2017-09-08T05:54:20.460Z,15.366,-93.878,74.98,4.3,mb,,204,2.269,0.55,us,us2000ahx1,2017-09-09T04:56:04.040Z,"66km SSW of Tres Picos, Mexico",earthquake,13.9,24.7,0.116,21,reviewed,us,us
2017-09-08T06:02:44.070Z,15.5265,-94.2375,68.55,4.3,mb,,171,2.645,0.8,us,us2000arrk,2017-09-27T07:33:43.040Z,"68km SW of Paredon, Mexico",earthquake,6.4,12.5,0.108,24,reviewed,us,us
2017-09-08T06:05:13.360Z,15.287,-94.7031,48.51,4.3,mb,,187,3.088,0.77,us,us2000arr4,2017-09-27T07:57:46.040Z,"104km S of San Francisco del Mar, Mexico",earthquake,13.1,17.3,0.096,31,reviewed,us,us
2017-09-08T06:13:17.510Z,15.3466,-93.8513,83.89,4.3,mb,,196,2.238,0.84,us,us2000arr1,2017-09-27T08:23:36.040Z,"66km SSW of Tres Picos, Mexico",earthquake,11.6,11.4,0.119,20,reviewed,us,us
2017-09-08T06:26:22.070Z,15.5915,-94.2997,65.49,4.3,mb,,195,2.711,0.99,us,us2000ahx3,2017-09-09T05:14:17.040Z,"67km SW of Paredon, Mexico",earthquake,12.4,13.9,0.079,46,reviewed,us,us
2017-09-08T08:01:09.100Z,14.8481,-94.8153,27.99,4.3,mb,,172,5.299,0.45,us,us2000arul,2017-09-27T13:12:34.040Z,"150km S of San Mateo del Mar, Mexico",earthquake,11.1,10,0.111,23,reviewed,us,us
2017-09-08T08:17:04.090Z,15.6272,-95.2477,43.93,4.3,mb,,196,3.602,0.87,us,us2000ahz1,2017-09-09T05:56:02.040Z,"59km S of Salina Cruz, Mexico",earthquake,6,18.3,0.111,23,reviewed,us,us
2017-09-08T08:31:21.370Z,15.2835,-94.1959,35.57,4.3,mb,,178,2.532,1.18,us,us2000ahz3,2017-09-09T05:54:11.040Z,"90km SSW of Paredon, Mexico",earthquake,9.6,12.3,0.082,42,reviewed,us,us
2017-09-08T11:06:15.480Z,15.8932,-94.798,52.08,4.3,mb,,174,3.226,1.11,us,us2000ai0k,2017-09-08T11:29:12.040Z,"40km SSE of San Mateo del Mar, Mexico",earthquake,9.4,21.3,0.072,55,reviewed,us,us
2017-09-08T13:27:07.420Z,15.5765,-94.2794,57.44,4.3,mb,,211,2.69,1.13,us,us2000ai2h,2017-09-22T07:55:43.040Z,"67km SW of Paredon, Mexico",earthquake,10.7,17.9,0.09,35,reviewed,us,us
2017-09-08T13:33:57.550Z,15.3594,-94.3617,72.43,4.3,mb,,197,2.708,1.19,us,us2000ai2p,2017-09-22T08:02:48.040Z,"91km SW of Paredon, Mexico",earthquake,12.2,14.3,0.109,24,reviewed,us,us
2017-09-08T14:09:57.140Z,15.2436,-92.5495,49.04,4.3,mb,,225,1.013,0.86,us,us2000arrt,2017-09-22T08:28:38.040Z,"4km NE of Villa Comaltitlan, Mexico",earthquake,10.7,24.5,0.202,7,reviewed,us,us
2017-09-08T17:32:38.450Z,15.2889,-94.2369,54.25,4.3,mb,,192,2.572,0.68,us,us2000ai7p,2017-09-16T19:54:46.040Z,"91km SSW of Paredon, Mexico",earthquake,8.8,14,0.07,58,reviewed,us,us
2017-09-08T17:52:47.640Z,15.751,-93.7905,65.84,4.3,mb,,185,2.247,0.68,us,us2000ai7x,2017-09-16T20:03:47.040Z,"30km WSW of Tres Picos, Mexico",earthquake,10.3,11.2,0.068,62,reviewed,us,us
2017-09-08T21:27:54.440Z,15.5886,-94.2669,57.93,4.3,mb,,164,2.679,0.77,us,us2000aicx,2017-09-16T22:38:01.040Z,"65km SW of Paredon, Mexico",earthquake,10.9,10.5,0.068,62,reviewed,us,us
2017-09-09T01:15:42.200Z,7.7941,-82.4369,13.81,4.3,mb,,170,0.886,0.66,us,us2000arv3,2017-09-28T23:51:51.040Z,"54km ESE of Punta de Burica, Panama",earthquake,6.8,6.4,0.16,11,reviewed,us,us
2017-09-09T05:09:45.460Z,15.1943,-93.89,54.75,4.3,mb,,192,2.224,1.02,us,us2000aim0,2017-09-09T05:23:49.040Z,"83km SSW of Tres Picos, Mexico",earthquake,11.9,16.6,0.097,30,reviewed,us,us
2017-09-09T05:18:36.580Z,15.3006,-94.5617,40.61,4.3,mb,,162,2.876,0.83,us,us2000arum,2017-09-28T05:23:55.040Z,"103km S of San Francisco del Mar, Mexico",earthquake,10.2,12.2,0.105,26,reviewed,us,us
2017-09-09T10:12:45.100Z,44.5128,140.9766,265.04,4.3,mb,,56,1.225,0.58,us,us2000ais8,2017-09-29T08:54:37.040Z,"73km SSW of Rishiri Town, Japan",earthquake,9.5,6.1,0.064,69,reviewed,us,us
2017-09-09T12:48:06.800Z,15.2159,-94.1507,54.84,4.3,mb,,189,2.472,0.91,us,us2000aiuu,2017-09-22T09:43:38.040Z,"95km SSW of Paredon, Mexico",earthquake,12.2,13.7,0.078,46,reviewed,us,us
2017-09-10T01:05:05.720Z,15.49,-94.4416,40.53,4.3,mb,,162,2.822,0.87,us,us2000aj44,2017-09-10T01:32:33.040Z,"85km SSE of San Francisco del Mar, Mexico",earthquake,4.8,11.6,0.055,94,reviewed,us,us
2017-09-10T06:26:57.000Z,15.0952,-94.4772,49.52,4.3,mb,,163,2.544,0.93,us,us2000aj7g,2017-09-30T08:05:12.040Z,"122km SSW of Paredon, Mexico",earthquake,6.2,8,0.053,102,reviewed,us,us
2017-09-10T12:06:53.250Z,14.0483,-97.1554,13.91,4.3,mb,,225,5.597,0.83,us,us2000ajd9,2017-09-23T06:15:27.040Z,"193km SSW of Puerto Angel, Mexico",earthquake,12.1,8.6,0.094,32,reviewed,us,us
2017-09-10T13:25:50.880Z,15.4552,-98.8925,13.34,4.3,mb,,184,9.273,1.32,us,us2000ajex,2017-09-27T15:53:11.993Z,"118km S of Tecoanapa, Mexico",earthquake,13.1,8.5,0.052,104,reviewed,us,us
2017-09-10T13:48:50.480Z,13.069,-90.3498,35,4.3,mb,,184,1.249,0.75,us,us2000ajfa,2017-09-27T17:08:10.040Z,"80km SW of Acajutla, El Salvador",earthquake,7.5,2,0.106,25,reviewed,us,us
2017-09-10T20:03:27.210Z,-23.6018,-69.114,85.28,4.3,mb,,91,0.51,0.61,us,us2000ajls,2017-09-13T17:18:22.040Z,"119km SW of San Pedro de Atacama, Chile",earthquake,5.3,6.8,0.142,14,reviewed,us,us
2017-09-11T02:25:41.600Z,24.7471,122.0697,68.23,4.3,mb,,42,0.566,0.79,us,us2000ar0e,2017-09-21T23:50:35.040Z,"27km NE of Su'ao, Taiwan",earthquake,4.7,6,0.126,18,reviewed,us,us
2017-09-11T03:15:18.750Z,57.1877,-33.3922,10,4.3,mb,,98,9.568,1,us,us2000ar0g,2017-09-22T00:11:47.040Z,"Reykjanes Ridge",earthquake,5.3,1.9,0.111,23,reviewed,us,us
2017-09-11T04:33:07.690Z,-4.2452,134.2896,11.73,4.3,mb,,65,2.425,0.76,us,us2000aju8,2017-09-22T02:10:56.040Z,"164km SW of Nabire, Indonesia",earthquake,5.3,6.2,0.126,18,reviewed,us,us
2017-09-11T05:29:31.280Z,15.4152,-93.0235,96.62,4.3,mb,,177,1.212,0.95,us,us2000ajuy,2017-09-11T12:53:35.040Z,"13km W of Mapastepec, Mexico",earthquake,8.3,10.1,0.056,91,reviewed,us,us
2017-09-11T05:51:03.560Z,15.3853,-93.9711,85.78,4.3,mb,,191,2.36,1.2,us,us2000ajva,2017-09-11T13:45:12.040Z,"70km SW of Tres Picos, Mexico",earthquake,11.9,12.1,0.063,71,reviewed,us,us
2017-09-11T07:24:56.270Z,-24.246,-67.1399,215.32,4.3,mb,,51,1.602,0.49,us,us2000ajw6,2017-09-11T09:22:55.040Z,"83km W of San Antonio de los Cobres, Argentina",earthquake,10.6,12.2,0.177,9,reviewed,us,us
2017-09-11T09:36:31.560Z,42.5544,-111.4287,2.24,4.3,mwr,,32,0.035,0.51,us,us2000ajxj,2017-09-13T13:46:08.043Z,"18km SE of Soda Springs, Idaho",earthquake,2,4.6,0.032,94,reviewed,us,us
2017-09-11T15:20:24.670Z,-2.8189,146.6437,10,4.3,mb,,122,11.585,0.39,us,us2000ak55,2017-09-12T18:57:18.040Z,"112km SW of Lorengau, Papua New Guinea",earthquake,12.4,1.9,0.161,11,reviewed,us,us
2017-09-11T15:41:32.120Z,15.1997,-94.0263,44.32,4.3,mb,,181,2.352,1.15,us,us2000ak5f,2017-09-12T19:56:07.040Z,"90km SW of Tres Picos, Mexico",earthquake,10.5,14.6,0.119,20,reviewed,us,us
2017-09-11T21:48:03.580Z,15.1893,-93.1779,71.31,4.3,mb,,166,1.579,0.6,us,us2000akdz,2017-09-22T03:04:49.040Z,"40km SW of Mapastepec, Mexico",earthquake,11.2,9.4,0.062,73,reviewed,us,us
2017-09-12T15:25:19.210Z,16.0269,-94.2487,64.76,4.3,mb,,169,2.737,0.71,us,us2000akts,2017-09-12T16:30:25.040Z,"31km SSW of Chahuite, Mexico",earthquake,8.1,10.5,0.056,91,reviewed,us,us
2017-09-12T17:33:40.660Z,-5.1938,129.617,213.98,4.3,mb,,75,3.235,1.02,us,us2000akwr,2017-09-12T18:42:45.040Z,"209km SSE of Saparua, Indonesia",earthquake,7.4,12.3,0.137,16,reviewed,us,us
2017-09-12T19:06:12.030Z,15.6677,-94.6417,51.24,4.3,mb,,179,3.046,0.55,us,us2000akzf,2017-09-12T19:38:10.040Z,"62km S of San Francisco del Mar, Mexico",earthquake,8.6,12.1,0.062,73,reviewed,us,us
2017-09-12T20:07:34.930Z,15.7169,-94.4239,52.92,4.3,mb,,182,2.889,1.09,us,us2000al1t,2017-09-12T21:23:35.040Z,"62km SSE of San Francisco del Mar, Mexico",earthquake,7.9,11.9,0.079,45,reviewed,us,us
2017-09-13T09:32:03.130Z,-23.6255,179.6047,533.54,4.3,mb,,112,6.028,0.87,us,us2000ald0,2017-09-13T09:55:08.040Z,"South of the Fiji Islands",earthquake,13.2,8.4,0.062,75,reviewed,us,us
2017-09-13T09:57:10.030Z,15.8041,-94.6852,35,4.3,mb,,174,2.496,0.8,us,us2000aldk,2017-09-13T10:41:41.040Z,"47km S of San Francisco del Mar, Mexico",earthquake,7.9,2,0.057,88,reviewed,us,us
2017-09-13T15:33:11.790Z,-4.88,152.1284,54.06,4.3,mb,,139,0.578,0.82,us,us2000asbr,2017-09-26T01:17:38.040Z,"60km SSW of Kokopo, Papua New Guinea",earthquake,10.2,10.3,0.16,11,reviewed,us,us
2017-09-14T06:06:01.070Z,15.6535,-94.4072,51.68,4.3,mb,,166,5.033,0.7,us,us2000am6b,2017-09-14T06:33:25.040Z,"69km SSE of San Francisco del Mar, Mexico",earthquake,9.4,8.5,0.044,147,reviewed,us,us
2017-09-14T14:33:43.950Z,15.4623,-94.8439,51.01,4.3,mb,,150,2.729,1.27,us,us2000amdz,2017-09-14T17:17:19.040Z,"83km SSE of San Mateo del Mar, Mexico",earthquake,7.8,6.6,0.048,123,reviewed,us,us
2017-09-15T01:11:08.680Z,15.6978,-94.4079,35,4.3,mb,,201,2.826,0.76,us,us2000an0g,2017-09-15T01:48:25.040Z,"64km SSE of San Francisco del Mar, Mexico",earthquake,8.3,2,0.053,101,reviewed,us,us
2017-09-15T04:10:38.760Z,-11.9168,-76.403,10,4.3,mb,,90,0.435,1.14,us,us2000an31,2017-09-20T01:09:35.387Z,"7km S of Matucana, Peru",earthquake,5.4,2,0.178,9,reviewed,us,us
2017-09-15T21:23:31.600Z,34.5022,137.0445,328.82,4.3,mb,,104,0.845,1.21,us,us2000asmu,2017-09-22T02:18:32.040Z,"17km E of Toba, Japan",earthquake,9.4,5.4,0.168,10,reviewed,us,us
2017-09-16T00:41:10.090Z,-37.2039,-74.2357,9.72,4.3,mwr,,136,0.952,0.52,us,us2000anwt,2017-09-17T03:12:03.115Z,"69km NW of Lebu, Chile",earthquake,1.8,5.3,0.041,58,reviewed,us,us
2017-09-16T02:22:40.360Z,17.2785,-100.0309,69.28,4.3,mb,,207,2.195,1.07,us,us2000anxt,2017-09-16T02:43:10.878Z,"27km N of Coyuca de Benitez, Mexico",earthquake,11.6,12.5,0.037,206,reviewed,us,us
2017-09-16T03:57:36.750Z,13.2544,-89.7094,54.8,4.3,mb,,163,0.633,1.05,us,us2000any5,2017-09-16T09:47:16.708Z,"39km SSE of Acajutla, El Salvador",earthquake,7.6,11.5,0.075,50,reviewed,us,us
2017-09-16T18:58:03.560Z,15.6575,-94.7095,33.63,4.3,mb,,173,3.11,1.07,us,us2000ap88,2017-09-19T17:23:55.040Z,"64km S of San Francisco del Mar, Mexico",earthquake,10.3,9.4,0.062,74,reviewed,us,us
2017-09-17T04:56:34.760Z,17.7366,-105.7123,31.43,4.3,mb,,206,6.398,0.76,us,us2000apeh,2017-09-17T05:13:55.040Z,"195km SSW of San Patricio, Mexico",earthquake,15,8.9,0.042,163,reviewed,us,us
2017-09-17T05:56:49.940Z,14.4117,-88.5423,10,4.3,mb,,103,0.787,0.48,us,us2000apf5,2017-09-18T00:08:44.105Z,"19km SSE of Gracias, Honduras",earthquake,3,2,0.265,4,reviewed,us,us
2017-09-17T06:36:00.580Z,-35.7292,-71.6223,85.77,4.3,mb,,56,0.169,0.72,us,us2000apfk,2017-09-17T14:47:51.660Z,"13km N of Linares, Chile",earthquake,6.9,8.7,0.177,9,reviewed,us,us
2017-09-17T11:32:17.400Z,-11.7459,166.6171,251.44,4.3,mb,,143,10.269,0.49,us,us2000at5g,2017-09-25T12:55:28.040Z,"142km SE of Lata, Solomon Islands",earthquake,16.9,9.9,0.133,16,reviewed,us,us
2017-09-18T14:28:56.080Z,-31.8431,-72.2186,10,4.3,mb,,187,1.22,0.41,us,us2000apxj,2017-09-18T16:24:49.040Z,"102km WSW of Illapel, Chile",earthquake,4.1,2,0.307,3,reviewed,us,us
2017-09-18T15:35:20.580Z,-31.8057,-72.1652,10,4.3,mb,,141,1.162,0.45,us,us2000apyu,2017-09-18T19:14:51.040Z,"96km WSW of Illapel, Chile",earthquake,4.4,1.9,0.202,7,reviewed,us,us
2017-09-18T16:47:12.560Z,40.1065,19.9297,16.32,4.3,mb,,55,0.406,1.06,us,us2000aq1c,2017-09-18T20:47:25.040Z,"15km E of Himare, Albania",earthquake,5.6,5.4,0.101,28,reviewed,us,us
2017-09-18T17:49:39.200Z,15.6332,-95.2066,53.99,4.3,mb,,200,3.022,0.84,us,us2000aq4m,2017-09-21T17:20:21.040Z,"59km S of Salina Cruz, Mexico",earthquake,10.5,16.4,0.063,71,reviewed,us,us
2017-09-23T00:49:28.780Z,-6.5899,130.2316,129.05,4.3,mb,,92,1.742,0.96,us,us2000aug3,2017-09-25T23:11:00.040Z,"192km NW of Saumlaki, Indonesia",earthquake,6.7,11.7,0.177,9,reviewed,us,us
2017-09-23T12:58:19.860Z,-2.9658,129.9043,44.93,4.3,mb,,121,2.342,0.73,us,us2000atjy,2017-09-26T06:23:40.040Z,"117km ENE of Amahai, Indonesia",earthquake,9.3,9.4,0.147,13,reviewed,us,us
2017-09-23T15:54:02.160Z,26.1798,62.7519,45.69,4.3,mb,,199,6.039,1.26,us,us2000atm1,2017-09-23T18:41:03.040Z,"35km NW of Turbat, Pakistan",earthquake,6.4,7.7,0.111,23,reviewed,us,us
2017-09-24T07:09:26.640Z,-35.1565,-71.864,48.32,4.3,mwr,,69,0.156,0.64,us,us2000atv2,2017-09-24T18:02:09.460Z,"35km NNW of Talca, Chile",earthquake,5.1,6.6,0.046,45,reviewed,us,us
2017-09-24T09:32:56.040Z,11.9603,-86.8122,75.66,4.3,mb,,161,0.547,0.79,us,us2000atw1,2017-09-24T11:56:38.040Z,"33km W of Carlos Fonseca Amador, Nicaragua",earthquake,7.2,10.2,0.07,58,reviewed,us,us
2017-09-24T11:50:22.280Z,15.8481,-94.4313,71.6,4.3,mb,,201,5.104,0.92,us,us2000atx1,2017-09-24T12:39:56.040Z,"48km SSE of San Francisco del Mar, Mexico",earthquake,13.3,14.9,0.07,57,reviewed,us,us
2017-09-24T17:13:46.630Z,-22.6476,-66.369,261.5,4.3,mb,,61,1.697,0.82,us,us2000atz0,2017-09-24T17:40:43.040Z,"69km W of Abra Pampa, Argentina",earthquake,9.8,8.3,0.217,6,reviewed,us,us
2017-09-25T04:29:14.880Z,15.6767,-94.5793,52.46,4.3,mb,,166,2.987,0.65,us,us2000au3u,2017-09-25T04:49:54.040Z,"62km S of San Francisco del Mar, Mexico",earthquake,8.5,9,0.076,49,reviewed,us,us
2017-09-25T13:55:27.000Z,-32.683,-71.99,24,4.3,mwr,,,,0.92,us,us2000aub9,2017-09-25T22:11:27.752Z,"52km NW of Valparaiso, Chile",earthquake,4.4,4.7,0.037,69,reviewed,guc,us
2017-09-25T19:35:43.480Z,40.3587,-127.1586,11.36,4.3,mb,,200,2.247,1.36,us,us2000aukb,2017-09-28T05:03:04.696Z,"246km W of Ferndale, California",earthquake,9.3,7.1,0.088,36,reviewed,us,us
2017-09-26T18:53:48.320Z,16.5993,-94.6352,104.33,4.3,mb,,172,3.271,0.68,us,us2000av1t,2017-09-27T14:39:38.400Z,"4km NNW of Niltepec, Mexico",earthquake,11.2,11.7,0.058,85,reviewed,us,us
2017-09-27T07:55:44.880Z,-21.2747,-179.1801,610.22,4.3,mb,,71,4.375,0.67,us,us2000av8z,2017-09-27T08:14:50.040Z,"85km SW of Ndoi Island, Fiji",earthquake,13.2,8.9,0.064,68,reviewed,us,us
2017-09-28T22:42:17.770Z,-6.5326,130.4998,108.74,4.3,mb,,96,1.644,0.83,us,us2000aw8l,2017-09-30T05:33:06.040Z,"180km NNW of Saumlaki, Indonesia",earthquake,7.2,8.3,0.129,17,reviewed,us,us
2017-09-29T22:52:03.560Z,6.7514,-72.9693,162.39,4.3,mb,,43,2.323,0.9,us,us2000ax0h,2017-09-30T05:36:56.400Z,"8km NE of Aratoca, Colombia",earthquake,6.4,10.8,0.053,99,reviewed,us,us
2017-09-01T18:36:40.160Z,-5.5248,147.9556,159.79,4.2,mb,,111,4.397,0.52,us,us2000arld,2017-09-27T18:28:50.040Z,"119km N of Finschhafen, Papua New Guinea",earthquake,10.8,11.6,0.141,15,reviewed,us,us
2017-09-03T00:39:48.130Z,42.6306,-111.4824,5,4.2,mwr,,56,0.312,0.36,us,us2000aelm,2017-09-24T16:19:36.040Z,"10km ESE of Soda Springs, Idaho",earthquake,0.9,1.9,0.035,79,reviewed,us,us
2017-09-03T10:16:50.210Z,-28.216,-178.2877,263.86,4.2,mb,,139,1.072,1.02,us,us2000ag6w,2017-09-15T06:13:47.040Z,"122km NNW of Raoul Island, New Zealand",earthquake,15.5,7.9,0.128,17,reviewed,us,us
2017-09-03T15:08:35.340Z,-37.1309,179.155,9.73,4.2,mb,,118,0.801,0.75,us,us2000ag7i,2017-09-25T19:08:58.040Z,"196km NNE of Gisborne, New Zealand",earthquake,6.7,6.7,0.187,10,reviewed,us,us
2017-09-03T16:02:03.140Z,-14.8719,-177.7913,376.49,4.2,mb,,99,4.907,0.62,us,us2000ag74,2017-09-25T19:22:32.040Z,"75km SSE of Sigave, Wallis and Futuna",earthquake,10.1,8.4,0.076,49,reviewed,us,us
2017-09-03T16:10:16.100Z,-23.271,-179.3835,479.75,4.2,mb,,271,16.23,0.75,us,us2000ag73,2017-09-25T19:54:47.040Z,"298km SSW of Ndoi Island, Fiji",earthquake,21.8,6.6,0.147,13,reviewed,us,us
2017-09-04T11:27:30.170Z,-35.4222,179.4885,67.33,4.2,mb,,261,2.338,0.63,us,us2000armz,2017-09-22T06:43:42.040Z,"Off the east coast of the North Island of New Zealand",earthquake,18.8,15.5,0.215,6,reviewed,us,us
2017-09-04T15:00:20.180Z,18.874,145.3129,225.27,4.2,mb,,129,5.272,0.7,us,us2000arn6,2017-09-26T13:27:52.040Z,"39km WNW of Agrihan, Northern Mariana Islands",earthquake,12.7,10.7,0.146,13,reviewed,us,us
2017-09-04T23:15:59.540Z,-15.1443,-71.6864,125.41,4.2,mb,,120,3.224,1.08,us,us2000afqa,2017-09-16T22:50:23.040Z,"45km NNW of Ccolo, Peru",earthquake,8.7,8.4,0.118,20,reviewed,us,us
2017-09-05T16:43:20.490Z,-3.7693,138.9951,69.07,4.2,mb,,129,6.787,1.24,us,us2000aruc,2017-09-26T20:41:04.040Z,"216km SW of Abepura, Indonesia",earthquake,11.3,8.5,0.136,16,reviewed,us,us
2017-09-05T18:55:47.410Z,22.086,121.6396,10,4.2,mb,,132,0.893,0.67,us,us2000arp7,2017-09-29T22:11:52.040Z,"90km SE of Taitung City, Taiwan",earthquake,5.9,1.9,0.263,5,reviewed,us,us
2017-09-05T19:09:35.330Z,-14.6117,167.2314,194.3,4.2,mb,,145,6.539,1.27,us,us2000arp8,2017-09-30T18:53:11.040Z,"52km NNE of Port-Olry, Vanuatu",earthquake,14.9,10.7,0.152,13,reviewed,us,us
2017-09-06T01:45:13.960Z,41.1918,47.8809,10,4.2,mb,,91,2.605,1.15,us,us2000aggx,2017-09-21T03:09:42.040Z,"10km SSE of Kurush, Russia",earthquake,7.9,1.9,0.101,27,reviewed,us,us
2017-09-06T12:11:44.390Z,-43.0332,-74.3275,15.8,4.2,mb,,204,0.492,0.45,us,us2000agti,2017-09-28T11:42:49.040Z,"58km W of Puerto Quellon, Chile",earthquake,5.4,3.2,0.167,10,reviewed,us,us
2017-09-06T16:21:52.510Z,-56.1564,-27.8765,117.9,4.2,mb,,103,5.275,0.45,us,us2000aru8,2017-09-21T04:02:29.040Z,"73km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.2,7.9,0.199,7,reviewed,us,us
2017-09-06T16:42:09.850Z,-8.1137,120.0271,181.04,4.2,mb,,76,2.247,0.73,us,us2000arpu,2017-09-21T04:09:03.040Z,"28km NNW of Kampungbajo, Indonesia",earthquake,5.5,11.5,0.152,12,reviewed,us,us
2017-09-06T18:17:00.540Z,-36.6884,-74,10,4.2,mb,,129,0.653,0.5,us,us2000ah1v,2017-09-06T22:32:49.040Z,"78km W of Talcahuano, Chile",earthquake,5.4,1.9,0.372,2,reviewed,us,us
2017-09-08T06:03:47.620Z,15.0769,-95.1967,43.43,4.2,mb,,174,3.431,0.91,us,us2000arr2,2017-09-27T07:51:59.040Z,"120km S of Salina Cruz, Mexico",earthquake,11.1,14.4,0.128,17,reviewed,us,us
2017-09-08T06:34:37.420Z,15.2641,-94.3747,46.03,4.2,mb,,147,2.693,0.8,us,us2000arr6,2017-09-27T08:41:18.040Z,"101km SSW of Paredon, Mexico",earthquake,10.1,11.2,0.107,24,reviewed,us,us
2017-09-08T06:38:03.850Z,15.482,-94.2853,34.52,4.2,mb,,194,2.678,0.64,us,us2000arut,2017-09-27T08:45:40.040Z,"75km SW of Paredon, Mexico",earthquake,8.1,12,0.098,29,reviewed,us,us
2017-09-08T07:01:09.920Z,14.882,-93.852,36.28,4.2,mb,,178,2.117,0.86,us,us2000ahxm,2017-09-27T11:17:43.040Z,"112km SW of Pijijiapan, Mexico",earthquake,9.7,7.3,0.078,46,reviewed,us,us
2017-09-08T07:20:33.180Z,15.1422,-94.9812,34.82,4.2,mb,,188,3.236,0.67,us,us2000arri,2017-09-27T11:38:43.040Z,"115km SSE of Salina Cruz, Mexico",earthquake,13.2,16,0.11,23,reviewed,us,us
2017-09-08T08:07:06.020Z,14.8595,-94.5056,41.05,4.2,mb,,213,2.74,0.85,us,us2000arui,2017-09-27T13:22:33.040Z,"146km SSW of Paredon, Mexico",earthquake,12,10.9,0.105,25,reviewed,us,us
2017-09-08T21:13:07.950Z,15.6987,-94.4812,35,4.2,mb,,175,2.896,1.02,us,us2000aicp,2017-09-16T03:30:54.040Z,"61km SSE of San Francisco del Mar, Mexico",earthquake,10.5,1.9,0.084,39,reviewed,us,us
2017-09-09T04:34:05.060Z,15.3119,-94.4932,45.49,4.2,mb,,168,2.816,1.13,us,us2000aila,2017-09-28T22:47:33.040Z,"103km S of San Francisco del Mar, Mexico",earthquake,9.4,11.7,0.073,52,reviewed,us,us
2017-09-09T06:19:16.910Z,15.8133,-94.4304,42.26,4.2,mb,,209,2.864,0.83,us,us2000arsu,2017-09-28T05:42:30.040Z,"52km SSE of San Francisco del Mar, Mexico",earthquake,6.3,27.3,0.128,17,reviewed,us,us
2017-09-09T07:48:36.560Z,38.8091,74.9524,10,4.2,mwr,,65,2.892,1.09,us,us2000aipn,2017-09-28T06:20:28.040Z,"111km NE of Murghob, Tajikistan",earthquake,7,1.9,0.068,21,reviewed,us,us
2017-09-09T10:44:27.200Z,-15.3425,-70.2262,224.81,4.2,mb,,143,2.225,0.74,us,us2000aisn,2017-09-29T08:21:03.040Z,"15km E of Lampa, Peru",earthquake,8.8,9.1,0.16,11,reviewed,us,us
