time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-08T20:09:19.820Z,14.9941,-94.2503,25.81,4.7,mb,,167,2.515,0.7,us,us2000aib4,2017-09-16T21:21:33.040Z,"122km SSW of Paredon, Mexico",earthquake,10,4.7,0.038,211,reviewed,us,us
2017-09-08T21:57:05.570Z,15.5735,-94.5854,35,4.7,mb,,184,2.458,1.12,us,us2000aie8,2017-09-16T05:39:30.040Z,"73km S of San Francisco del Mar, Mexico",earthquake,8.5,2,0.045,152,reviewed,us,us
2017-09-09T06:28:16.020Z,15.1459,-93.9121,68.59,4.7,mb,,184,2.231,0.7,us,us2000aip9,2017-09-09T07:12:01.040Z,"89km SSW of Tres Picos, Mexico",earthquake,11.4,10.5,0.103,29,reviewed,us,us
2017-09-09T07:37:05.890Z,13.8193,146.7566,16.98,4.7,mb,,76,1.849,1.02,us,us2000art3,2017-09-28T06:13:03.040Z,"171km ESE of Rota, Northern Mariana Islands",earthquake,10.4,3.4,0.117,22,reviewed,us,us
2017-09-09T07:54:59.570Z,-59.2757,-25.2724,10,4.7,mb,,84,7.93,0.77,us,us2000arsw,2017-09-28T06:37:17.040Z,"76km ESE of Bristol Island, South Sandwich Islands",earthquake,10.8,1.9,0.104,28,reviewed,us,us
2017-09-09T09:57:27.220Z,-24.1618,-67.0229,169.69,4.7,mb,,35,1.604,0.99,us,us2000airu,2017-09-29T11:13:11.040Z,"71km W of San Antonio de los Cobres, Argentina",earthquake,7.6,6.5,0.034,256,reviewed,us,us
2017-09-09T13:18:49.400Z,15.3921,-93.9764,63.93,4.7,mb,,172,2.367,0.76,us,us2000aiva,2017-09-13T16:00:40.040Z,"70km SW of Tres Picos, Mexico",earthquake,10.3,10.2,0.033,281,reviewed,us,us
2017-09-09T20:26:16.360Z,15.6374,-94.5984,48.4,4.7,mb,,153,3.001,1.07,us,us2000aj0r,2017-09-09T21:58:17.929Z,"66km S of San Francisco del Mar, Mexico",earthquake,8.4,8.8,0.038,208,reviewed,us,us
2017-09-09T20:50:47.230Z,-27.7758,-177.578,149.45,4.7,mb,,88,1.496,1.12,us,us2000aj18,2017-09-09T21:11:45.040Z,"168km N of Raoul Island, New Zealand",earthquake,13.3,7.6,0.061,83,reviewed,us,us
2017-09-10T00:13:41.870Z,-16.7518,-172.5819,10,4.7,mb,,106,2.93,1.63,us,us2000aj3k,2017-09-10T00:48:07.040Z,"153km SE of Hihifo, Tonga",earthquake,9.6,1.9,0.104,28,reviewed,us,us
2017-09-10T09:38:56.060Z,44.4006,147.742,89.5,4.7,mb,,152,3.709,0.72,us,us2000artp,2017-09-22T13:18:38.040Z,"93km S of Kuril'sk, Russia",earthquake,10.8,8.6,0.133,17,reviewed,us,us
2017-09-10T11:12:39.050Z,42.6074,-111.4701,4.56,4.7,mww,,30,0.025,0.47,us,us2000ajbt,2017-09-23T05:57:17.015Z,"12km ESE of Soda Springs, Idaho",earthquake,1,2.6,0.059,28,reviewed,us,us
2017-09-11T02:23:52.260Z,15.7177,-94.8138,61.01,4.7,mb,,173,3.216,0.64,us,us2000ajsz,2017-09-21T23:23:19.040Z,"56km SSE of San Mateo del Mar, Mexico",earthquake,9.3,8,0.037,229,reviewed,us,us
2017-09-11T13:26:35.560Z,42.5648,-111.4612,6.62,4.7,mww,,54,0.021,0.53,us,us2000ak17,2017-09-24T03:13:27.311Z,"15km SE of Soda Springs, Idaho",earthquake,2.8,4.8,0.053,34,reviewed,us,us
2017-09-12T09:52:05.680Z,-20.0675,-173.31,10,4.7,mb,,108,3.338,1.22,us,us2000aknn,2017-09-12T10:40:48.040Z,"112km ESE of Pangai, Tonga",earthquake,9.8,1.9,0.086,41,reviewed,us,us
2017-09-12T11:26:46.400Z,27.9618,101.7514,35,4.7,mb,,49,7.659,0.97,us,us2000akpn,2017-09-12T11:49:53.040Z,"46km E of Qiaowa, China",earthquake,8.9,2,0.058,89,reviewed,us,us
2017-09-12T14:48:34.040Z,-14.0873,167.6346,41.02,4.7,mb,,120,6.663,0.59,us,us2000akt9,2017-09-12T15:55:35.040Z,"24km SSE of Sola, Vanuatu",earthquake,10.3,5.6,0.099,31,reviewed,us,us
2017-09-12T19:09:11.270Z,58.0337,-32.2455,10,4.7,mb,,125,7.38,0.56,us,us2000akzt,2017-09-12T19:44:57.040Z,"Reykjanes Ridge",earthquake,9,1.9,0.046,142,reviewed,us,us
2017-09-13T03:07:03.240Z,9.5711,-73.0946,124.17,4.7,mb,,56,2.523,1.16,us,us2000al90,2017-09-13T03:26:26.040Z,"25km SE of Becerril, Colombia",earthquake,7,7.6,0.056,95,reviewed,us,us
2017-09-13T06:26:36.200Z,13.4506,147.6079,10,4.7,mb,,81,2.668,0.74,us,us2000alax,2017-09-13T07:02:24.040Z,"271km ESE of Rota, Northern Mariana Islands",earthquake,8.1,1.9,0.075,54,reviewed,us,us
2017-09-13T21:42:17.260Z,15.1566,-94.0086,38.2,4.7,mb,,165,2.121,1.4,us,us2000alwi,2017-09-13T22:04:38.040Z,"93km SSW of Tres Picos, Mexico",earthquake,8.9,7.7,0.042,169,reviewed,us,us
2017-09-14T05:03:21.100Z,14.4818,-92.974,64.83,4.7,mb,,145,3.501,0.86,us,us2000am56,2017-09-14T05:38:50.040Z,"65km WSW of Puerto Madero, Mexico",earthquake,9.5,8,0.03,331,reviewed,us,us
2017-09-14T05:15:12.150Z,-1.3938,148.1171,10,4.7,mb,,113,0.989,0.57,us,us2000amaf,2017-09-14T11:07:38.040Z,"117km NE of Lorengau, Papua New Guinea",earthquake,7.7,1.6,0.081,46,reviewed,us,us
2017-09-14T23:06:50.000Z,-15.3348,-172.7418,10,4.7,mb,,63,1.697,1.24,us,us2000amyn,2017-09-17T23:01:31.040Z,"127km ENE of Hihifo, Tonga",earthquake,6.1,1.2,0.087,40,reviewed,us,us
2017-09-15T15:55:10.540Z,-51.951,140.4948,10,4.7,mb,,104,14.804,0.8,us,us2000angc,2017-09-15T19:15:31.040Z,"Western Indian-Antarctic Ridge",earthquake,7.5,1.9,0.129,18,reviewed,us,us
2017-09-16T17:38:53.380Z,24.878,142.7408,57.27,4.7,mb,,122,2.264,0.8,us,us2000ap74,2017-09-19T17:14:39.040Z,"142km E of Iwo Jima, Japan",earthquake,11.7,7.6,0.06,83,reviewed,us,us
2017-09-16T23:14:56.310Z,-17.7554,-14.0114,10,4.7,mb,,84,8.113,0.65,us,us2000apbu,2017-09-17T00:05:18.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.1,1.9,0.091,37,reviewed,us,us
2017-09-17T09:31:24.330Z,-59.7896,-26.4288,35,4.7,mb,,123,15.201,0.53,us,us2000at5c,2017-09-25T11:58:17.040Z,"84km S of Bristol Island, South Sandwich Islands",earthquake,18.7,2,0.12,21,reviewed,us,us
2017-09-17T11:04:20.660Z,3.6252,127.0437,68.15,4.7,mb,,125,2.852,0.63,us,us2000aph5,2017-09-25T12:21:52.040Z,"235km NNW of Tobelo, Indonesia",earthquake,10.3,8.6,0.085,42,reviewed,us,us
2017-09-18T15:13:59.290Z,15.1833,-94.5858,36.89,4.7,mb,,153,5.113,0.53,us,us2000apya,2017-09-18T18:12:06.040Z,"116km S of San Francisco del Mar, Mexico",earthquake,6.6,7.9,0.038,214,reviewed,us,us
2017-09-19T23:05:05.600Z,-36.3279,179.4495,70.28,4.7,mb,,183,1.535,0.74,us,us2000arca,2017-09-19T23:36:31.040Z,"273km NE of Opotiki, New Zealand",earthquake,10.1,8,0.117,22,reviewed,us,us
2017-09-20T10:39:28.940Z,15.2723,-93.4191,57.48,4.7,mb,,177,1.85,1.12,us,us2000arj1,2017-09-20T10:56:56.040Z,"51km SSW of Pijijiapan, Mexico",earthquake,10.9,2.8,0.037,217,reviewed,us,us
2017-09-20T15:32:28.960Z,-14.9385,167.0092,41.55,4.7,mb,,139,5.811,1.1,us,us2000arwt,2017-09-24T11:45:47.431Z,"13km NNW of Port-Olry, Vanuatu",earthquake,11.6,7.6,0.085,42,reviewed,us,us
2017-09-20T22:36:07.130Z,-5.1396,148.002,10,4.7,mb,,54,3.14,0.75,us,us2000as6n,2017-09-20T22:53:18.040Z,"162km N of Finschhafen, Papua New Guinea",earthquake,6.2,1.8,0.097,32,reviewed,us,us
2017-09-22T04:34:46.300Z,-6.3489,-11.1483,10,4.7,mb,,71,3.554,0.75,us,us2000at08,2017-09-22T04:53:43.040Z,"Ascension Island region",earthquake,6.4,1.9,0.101,30,reviewed,us,us
2017-09-23T06:43:53.340Z,-3.0863,129.7584,34.1,4.7,mb,,58,2.492,0.68,us,us2000ath2,2017-09-23T07:00:26.040Z,"97km ENE of Amahai, Indonesia",earthquake,7.7,6.2,0.083,44,reviewed,us,us
2017-09-23T08:20:02.240Z,44.3731,152.0272,31.79,4.7,mb,,141,6.781,0.77,us,us2000atht,2017-09-23T08:34:12.040Z,"East of the Kuril Islands",earthquake,10.7,6.2,0.082,45,reviewed,us,us
2017-09-24T23:29:31.740Z,15.6767,-94.3651,54.03,4.7,mwr,,94,2.226,0.83,us,us2000au2s,2017-09-25T05:15:00.040Z,"66km SW of Paredon, Mexico",earthquake,7,6,0.08,15,reviewed,us,us
2017-09-25T08:02:26.500Z,-4.8417,129.4008,219.24,4.7,mb,,68,3.423,0.61,us,us2000au6h,2017-09-25T08:19:27.040Z,"163km SSE of Saparua, Indonesia",earthquake,7.8,7.3,0.067,67,reviewed,us,us
2017-09-25T13:39:31.440Z,-38.3887,178.6657,23,4.7,mb,,238,0.872,0.82,us,us2000aubt,2017-09-25T14:54:46.040Z,"64km ENE of Gisborne, New Zealand",earthquake,8.7,11.9,0.133,18,reviewed,us,us
2017-09-27T01:25:51.840Z,4.6053,126.6287,83.93,4.7,mb,,84,2.661,1.02,us,us2000av6x,2017-09-27T02:42:00.040Z,"156km SE of Sarangani, Philippines",earthquake,8.5,1.2,0.065,73,reviewed,us,us
2017-09-27T01:45:40.040Z,-21.409,-68.4332,120.07,4.7,mb,,32,0.845,0.66,us,us2000av70,2017-09-27T02:07:02.040Z,"128km NNE of Calama, Chile",earthquake,3.7,6.8,0.04,193,reviewed,us,us
2017-09-27T21:47:41.390Z,28.7476,140.5824,33.11,4.7,mb,,84,2.172,0.63,us,us2000avm6,2017-09-27T23:02:13.040Z,"244km NW of Chichi-shima, Japan",earthquake,7.6,5.6,0.062,79,reviewed,us,us
2017-09-28T08:12:59.850Z,-10.7291,117.1706,10,4.7,mb,,97,3.728,1.18,us,us2000avte,2017-09-28T08:31:31.040Z,"210km S of Besisora, Indonesia",earthquake,6.3,1.9,0.133,17,reviewed,us,us
2017-09-28T20:42:06.570Z,-7.2814,129.2381,142.87,4.7,mb,,53,2.158,1.06,us,us2000aw51,2017-09-28T21:01:26.040Z,"240km WNW of Saumlaki, Indonesia",earthquake,6.4,9.2,0.106,27,reviewed,us,us
2017-09-28T23:01:28.220Z,2.9053,133.3331,15.04,4.7,mb,,130,5.886,1.42,us,us2000aw9e,2017-09-28T23:59:57.040Z,"Palau region",earthquake,11.5,6,0.123,20,reviewed,us,us
2017-09-29T09:25:02.490Z,21.3618,143.7467,39.87,4.7,mb,,116,5.883,0.68,us,us2000awgf,2017-09-29T10:20:17.040Z,"150km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.1,2.2,0.047,135,reviewed,us,us
2017-09-29T19:30:07.960Z,14.6873,-93.7986,22.3,4.7,mb,,147,2.043,0.67,us,us2000awvi,2017-09-30T15:56:08.040Z,"127km SW of Mapastepec, Mexico",earthquake,9.4,6.5,0.045,150,reviewed,us,us
2017-09-29T20:31:00.690Z,14.8189,-94.2508,21.46,4.7,mb,,159,2.49,0.85,us,us2000awx6,2017-09-30T16:02:40.040Z,"139km SSW of Tres Picos, Mexico",earthquake,10.1,6.7,0.037,222,reviewed,us,us
2017-09-29T23:18:52.760Z,13.6996,120.696,135.75,4.7,mb,,80,8.74,0.77,us,us2000ax17,2017-09-30T01:32:53.847Z,"16km SSE of Calatagan, Philippines",earthquake,3.3,7.6,0.07,63,reviewed,us,us
2017-09-30T20:14:48.710Z,21.6564,143.8145,64.59,4.7,mb,,141,5.615,0.78,us,us2000ax99,2017-09-30T22:52:29.040Z,"167km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,12.7,8.2,0.067,68,reviewed,us,us
2017-09-30T21:07:31.800Z,27.653,139.9751,485.8,4.7,mb,,67,2.041,0.95,us,us2000ax9r,2017-09-30T21:23:40.040Z,"230km WNW of Chichi-shima, Japan",earthquake,3.9,8.2,0.041,181,reviewed,us,us
2017-09-01T03:42:17.400Z,-15.554,-70.7921,170.2,4.6,mb,,58,2.383,1.03,us,us2000adra,2017-09-20T23:04:02.040Z,"25km NW of Santa Lucia, Peru",earthquake,5.4,5.9,0.036,234,reviewed,us,us
2017-09-01T19:30:58.460Z,36.3829,106.018,47.45,4.6,mb,,39,6.748,0.93,us,us2000adxq,2017-09-27T19:12:06.040Z,"6km WNW of Heicheng, China",earthquake,7.9,5.9,0.048,130,reviewed,us,us
2017-09-02T21:59:49.260Z,34.014,83.4386,10,4.6,mb,,63,7.823,0.91,us,us2000aejm,2017-09-23T05:40:29.040Z,"206km NNW of Luring, China",earthquake,8,1.9,0.071,60,reviewed,us,us
2017-09-03T08:21:17.250Z,54.0873,168.7513,10,4.6,mb,,118,3.477,0.37,us,us2000aexy,2017-09-16T13:08:20.040Z,"216km ESE of Nikol'skoye, Russia",earthquake,10.4,1.9,0.052,109,reviewed,us,us
2017-09-03T11:55:51.370Z,3.7389,126.8311,60.65,4.6,mb,,114,2.995,0.76,us,us2000af0e,2017-09-15T06:27:27.040Z,"238km SE of Sarangani, Philippines",earthquake,10.4,7.9,0.098,31,reviewed,us,us
2017-09-04T17:42:01.740Z,-24.7627,-179.9953,494.09,4.6,mb,,97,4.829,0.68,us,us2000aflf,2017-09-20T21:36:52.040Z,"South of the Fiji Islands",earthquake,9.8,6.3,0.061,81,reviewed,us,us
2017-09-05T18:43:18.620Z,-55.8512,-25.9825,52.62,4.6,mb,,129,18.656,0.58,us,us2000arue,2017-09-29T19:07:22.040Z,"120km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,16.5,7.7,0.146,15,reviewed,us,us
2017-09-05T22:40:58.850Z,29.5021,69.9891,25.67,4.6,mb,,88,4.993,0.89,us,us2000agek,2017-09-29T00:45:19.040Z,"38km W of Dajal, Pakistan",earthquake,7.3,3.7,0.078,49,reviewed,us,us
2017-09-08T05:29:07.090Z,15.2009,-93.8825,34.24,4.6,mb,,177,2.219,0.94,us,us2000arqy,2017-09-27T06:01:17.040Z,"82km SSW of Tres Picos, Mexico",earthquake,10.4,11.8,0.122,20,reviewed,us,us
2017-09-08T05:57:03.480Z,15.3401,-94.1202,39.79,4.6,mb,,193,2.48,0.87,us,us2000ahwk,2017-09-09T05:03:14.215Z,"81km SSW of Paredon, Mexico",earthquake,12.2,19.4,0.091,36,reviewed,us,us
2017-09-08T06:08:48.730Z,15.4799,-94.5147,46.71,4.6,mb,,166,2.885,0.86,us,us2000ahwt,2017-09-09T05:08:57.212Z,"84km S of San Francisco del Mar, Mexico",earthquake,9.3,12.6,0.078,49,reviewed,us,us
2017-09-08T08:43:00.970Z,15.7813,-94.0609,53.29,4.6,mb,,168,2.508,1,us,us2000arrb,2017-09-27T13:31:09.040Z,"34km SW of Paredon, Mexico",earthquake,10.8,11.6,0.122,20,reviewed,us,us
2017-09-08T09:10:24.990Z,15.5136,-94.2084,79.29,4.6,mb,,188,2.617,0.94,us,us2000ahzl,2017-09-08T09:40:58.040Z,"68km SSW of Paredon, Mexico",earthquake,12.6,16.9,0.062,79,reviewed,us,us
2017-09-08T09:12:34.060Z,15.3946,-94.4387,52.08,4.6,mb,,183,2.789,0.7,us,us2000ahzn,2017-09-08T09:28:22.040Z,"93km SW of Paredon, Mexico",earthquake,10.7,10.1,0.05,122,reviewed,us,us
2017-09-08T14:16:25.590Z,15.4789,-93.9379,51.37,4.6,mb,,180,2.354,1.2,us,us2000ai3a,2017-09-22T08:36:46.040Z,"61km S of Paredon, Mexico",earthquake,11,9.5,0.053,107,reviewed,us,us
2017-09-08T16:08:02.420Z,15.0663,-94.4908,10,4.6,mb,,158,2.757,1.01,us,us2000ai53,2017-09-09T13:37:36.040Z,"126km SSW of Paredon, Mexico",earthquake,6.1,1.9,0.045,148,reviewed,us,us
2017-09-08T16:45:03.890Z,-6.0426,130.804,126.88,4.6,mb,,109,1.988,0.58,us,us2000ai6n,2017-09-09T19:48:31.040Z,"218km NNW of Saumlaki, Indonesia",earthquake,8.7,7.2,0.098,31,reviewed,us,us
2017-09-08T21:53:02.410Z,15.7473,-94.4976,55.06,4.6,mb,,157,2.331,0.74,us,us2000aie6,2017-09-16T21:48:09.040Z,"56km SSE of San Francisco del Mar, Mexico",earthquake,9.2,8.1,0.034,253,reviewed,us,us
2017-09-09T04:22:26.830Z,15.2882,-94.1381,48.21,4.6,mb,,180,2.481,0.83,us,us2000ail5,2017-09-28T22:44:38.040Z,"87km SSW of Paredon, Mexico",earthquake,10.1,5.4,0.04,189,reviewed,us,us
2017-09-09T05:22:19.760Z,15.7354,-94.5897,59.24,4.6,mb,,173,3.004,0.75,us,us2000aimb,2017-09-09T05:38:19.040Z,"55km S of San Francisco del Mar, Mexico",earthquake,11.5,14,0.079,48,reviewed,us,us
2017-09-09T15:27:49.530Z,15.3251,-93.9636,65.27,4.6,mb,,167,1.999,0.85,us,us2000aiwe,2017-09-13T19:14:56.040Z,"75km SW of Tres Picos, Mexico",earthquake,10.3,11.5,0.045,144,reviewed,us,us
2017-09-10T13:40:08.310Z,15.6089,-98.5568,10,4.6,mb,,153,1.942,0.58,us,us2000ajf3,2017-09-27T16:29:32.916Z,"96km S of Cuajinicuilapa, Mexico",earthquake,12.7,1.9,0.042,168,reviewed,us,us
2017-09-10T15:28:52.920Z,15.3957,-94.2886,53.73,4.6,mb,,185,2.652,0.4,us,us2000ajh6,2017-09-27T20:36:01.040Z,"83km SSW of Paredon, Mexico",earthquake,11,6.4,0.047,133,reviewed,us,us
2017-09-10T15:51:08.170Z,35.7377,139.1945,54.25,4.6,mb,,128,1.137,0.99,us,us2000ajqf,2017-09-27T21:21:19.522Z,"2km WNW of Itsukaichi, Japan",earthquake,5.5,7.6,0.141,15,reviewed,us,us
2017-09-10T19:58:12.510Z,42.1689,13.2839,5,4.6,mb,,71,0.205,0.8,us,us2000ajlp,2017-09-13T18:48:42.040Z,"4km ESE of Borgorose, Italy",earthquake,3.1,1.8,0.093,34,reviewed,us,us
2017-09-11T01:32:09.680Z,12.9836,143.5451,114.29,4.6,mb,,99,1.422,0.6,us,us2000ajsk,2017-09-21T23:14:44.040Z,"125km WSW of Merizo Village, Guam",earthquake,9.5,5,0.1,30,reviewed,us,us
2017-09-12T05:20:12.080Z,15.0886,-93.8716,57.71,4.6,mb,,177,2.178,1.2,us,us2000akkp,2017-09-12T05:53:23.040Z,"93km SSW of Tres Picos, Mexico",earthquake,9.1,8,0.041,186,reviewed,us,us
2017-09-12T16:38:30.180Z,13.9047,-58.4081,20.6,4.6,mb,,188,1.351,0.67,us,us2000akwm,2017-09-12T18:30:45.040Z,"142km ENE of Bathsheba, Barbados",earthquake,7,7,0.158,12,reviewed,us,us
2017-09-12T18:29:33.270Z,15.2212,-94.0643,44.65,4.6,mb,,176,2.393,1.11,us,us2000aky8,2017-09-12T19:16:21.040Z,"91km SW of Tres Picos, Mexico",earthquake,9.9,11.4,0.046,139,reviewed,us,us
2017-09-12T21:14:20.230Z,58.0753,-32.4259,10,4.6,mb,,88,7.955,0.75,us,us2000al44,2017-09-12T21:30:46.040Z,"Reykjanes Ridge",earthquake,8,1.4,0.049,125,reviewed,us,us
2017-09-13T19:37:27.000Z,-6.0986,112.9501,590.53,4.6,mb,,41,2.64,0.71,us,us2000alqh,2017-09-13T19:58:02.040Z,"100km NNE of Kemeduran, Indonesia",earthquake,10.1,7.7,0.069,63,reviewed,us,us
2017-09-14T00:27:23.700Z,35.7719,139.6152,48.83,4.6,mwr,,102,1.378,1.22,us,us2000am0x,2017-09-25T00:21:25.556Z,"2km SSW of Wako, Japan",earthquake,6.2,5.8,0.06,27,reviewed,us,us
2017-09-14T08:19:26.860Z,-11.977,-76.4481,10,4.6,mb,,101,0.385,1.09,us,us2000am81,2017-09-15T05:17:25.950Z,"14km SSW of Matucana, Peru",earthquake,5.5,2,0.101,29,reviewed,us,us
2017-09-15T05:26:56.820Z,-42.4862,-82.4676,10,4.6,mb,,210,6.506,0.79,us,us2000an3z,2017-09-15T05:50:16.040Z,"West Chile Rise",earthquake,4.6,2,0.133,17,reviewed,us,us
2017-09-15T10:58:31.350Z,14.9752,-60.5703,55.34,4.6,mwr,,171,0.356,0.83,us,us2000an74,2017-09-15T19:38:00.337Z,"49km ENE of Petite Riviere Salee, Martinique",earthquake,6.5,7.7,0.065,23,reviewed,us,us
2017-09-15T17:26:13.980Z,53.8618,160.527,60.06,4.6,mb,,112,1.402,0.9,us,us2000angr,2017-09-16T14:17:09.040Z,"154km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8.3,7.1,0.044,158,reviewed,us,us
2017-09-15T21:48:46.220Z,-5.9077,147.5618,108.71,4.6,mb,,99,4.891,0.58,us,us2000antf,2017-09-17T03:09:50.040Z,"83km NNW of Finschhafen, Papua New Guinea",earthquake,9.8,7.3,0.105,27,reviewed,us,us
2017-09-16T00:00:28.160Z,2.8319,-30.9669,10,4.6,mb,,52,14.077,1.29,us,us2000at4p,2017-09-24T21:25:36.040Z,"Central Mid-Atlantic Ridge",earthquake,11.1,1.9,0.059,87,reviewed,us,us
2017-09-16T00:44:34.060Z,-23.9788,69.6259,10,4.6,mb,,73,21.408,0.8,us,us2000at41,2017-09-24T01:02:57.040Z,"Mid-Indian Ridge",earthquake,13.9,1.9,0.107,26,reviewed,us,us
2017-09-16T01:34:49.580Z,52.0486,-170.5872,37,4.6,mb,,177,0.884,0.73,us,us2000anxl,2017-09-19T22:49:44.800Z,"65km S of Yunaska Island, Alaska",earthquake,9.1,6.6,0.042,167,reviewed,us,us
2017-09-16T04:21:06.910Z,-1.4664,-77.9491,157.52,4.6,mb,,50,0.913,0.7,us,us2000anyf,2017-09-16T04:40:54.040Z,"3km E of Puyo, Ecuador",earthquake,8.2,1.2,0.031,306,reviewed,us,us
2017-09-16T17:12:09.340Z,-37.2167,-74.1918,6.3,4.6,mwr,,132,0.928,0.8,us,us2000ap6b,2017-09-19T16:00:46.040Z,"65km NW of Lebu, Chile",earthquake,4,5,0.052,36,reviewed,us,us
2017-09-17T08:17:21.220Z,7.5057,-82.1696,23.33,4.6,mb,,139,1.268,0.99,us,us2000apg4,2017-09-17T14:56:23.265Z,"92km SSW of San Felix, Panama",earthquake,6.9,6.8,0.061,79,reviewed,us,us
2017-09-17T09:21:31.210Z,-7.0342,-13.5059,10,4.6,mb,,160,1.23,1.17,us,us2000at65,2017-09-25T11:27:50.040Z,"141km NE of Georgetown, Saint Helena",earthquake,14.8,1.9,0.165,11,reviewed,us,us
2017-09-18T13:25:42.110Z,54.8175,167.9613,10,4.6,mb,,94,4.2,1.25,us,us2000apw7,2017-09-18T15:08:58.040Z,"132km ESE of Nikol'skoye, Russia",earthquake,7.7,1.9,0.041,178,reviewed,us,us
2017-09-19T17:12:29.400Z,-7.5033,128.1444,158.11,4.6,mb,,57,3.162,1.76,us,us2000aqxe,2017-09-19T17:56:28.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.1,7.2,0.078,49,reviewed,us,us
2017-09-19T18:14:41.000Z,-37.2281,-74.1913,5.95,4.6,mwr,,132,0.933,0.79,us,us2000ar1y,2017-09-20T16:26:17.040Z,"64km NW of Lebu, Chile",earthquake,5.1,4.5,0.049,40,reviewed,us,us
2017-09-19T23:11:34.420Z,16.2179,-94.8374,64.79,4.6,mb,,169,2.594,0.84,us,us2000arch,2017-09-20T02:35:58.548Z,"15km SW of San Dionisio del Mar, Mexico",earthquake,9.7,6.7,0.059,85,reviewed,us,us
2017-09-19T23:22:56.240Z,6.3346,123.8962,35.94,4.6,mb,,70,1.824,0.92,us,us2000arcv,2017-09-27T12:16:36.515Z,"20km SW of Sangay, Philippines",earthquake,4.4,8.6,0.081,45,reviewed,us,us
2017-09-20T03:28:05.370Z,16.1444,-94.8719,48.73,4.6,mb,,161,3.347,0.93,us,us2000argd,2017-09-20T04:02:20.269Z,"15km ESE of San Mateo del Mar, Mexico",earthquake,9.2,9.6,0.043,163,reviewed,us,us
2017-09-22T00:48:00.550Z,43.8815,149.2095,10,4.6,mb,,188,4.779,0.84,us,us2000asyh,2017-09-22T23:23:04.040Z,"183km SE of Kuril'sk, Russia",earthquake,10.9,1.9,0.066,68,reviewed,us,us
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,us,us2000atf6,2017-09-23T17:10:22.159Z,"4km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80,reviewed,us,us
2017-09-23T11:36:52.290Z,-5.8521,154.9573,181.5,4.6,mb,,202,3.235,0.8,us,us2000augc,2017-09-26T06:10:56.040Z,"75km WNW of Arawa, Papua New Guinea",earthquake,22,19.7,0.109,25,reviewed,us,us
2017-09-23T12:25:19.350Z,31.1823,142.1923,10,4.6,mb,,152,2.79,1.47,us,us2000atjm,2017-09-26T06:13:50.040Z,"Izu Islands, Japan region",earthquake,9.2,1.9,0.141,15,reviewed,us,us
2017-09-23T22:02:01.620Z,-33.7421,-71.616,44.72,4.6,mb,,66,0.084,0.86,us,us2000atq4,2017-09-27T01:56:24.342Z,"16km S of San Antonio, Chile",earthquake,5.4,6.8,0.114,23,reviewed,us,us
2017-09-24T02:30:00.040Z,-27.8834,-71.2801,30.1,4.6,mwr,,99,0.368,0.65,us,us2000atse,2017-09-24T13:01:18.781Z,"91km NW of Vallenar, Chile",earthquake,4.1,4.6,0.054,33,reviewed,us,us
2017-09-24T05:49:44.760Z,23.9217,122.3102,19.2,4.6,mb,,99,0.7,0.57,us,us2000atud,2017-09-24T12:44:32.825Z,"72km E of Hualian, Taiwan",earthquake,4,4.7,0.091,36,reviewed,us,us
2017-09-24T06:39:39.700Z,-14.3043,-75.5466,33.52,4.6,mb,,156,2.626,0.76,us,us2000atuj,2017-09-24T14:02:29.957Z,"22km SE of Santiago, Peru",earthquake,4.9,6.6,0.076,52,reviewed,us,us
2017-09-24T23:31:38.530Z,31.2471,130.3868,159.23,4.6,mb,,74,1.918,0.6,us,us2000au2t,2017-09-25T05:05:48.040Z,"7km ESE of Makurazaki, Japan",earthquake,6.8,6.6,0.044,154,reviewed,us,us
2017-09-25T07:16:25.060Z,-8.3755,106.9645,34.69,4.6,mb,,100,2.46,0.92,us,us2000au5i,2017-09-25T15:30:54.143Z,"103km SSW of Cikamurang, Indonesia",earthquake,4.1,5.3,0.098,31,reviewed,us,us
2017-09-25T12:24:51.650Z,-28.2783,-71.2751,30.35,4.6,mb,,144,0.192,0.85,us,us2000aua8,2017-09-25T12:42:22.040Z,"60km WNW of Vallenar, Chile",earthquake,5.9,1.3,0.119,21,reviewed,us,us
2017-09-25T14:12:17.440Z,-12.6224,167.0258,229.97,4.6,mb,,60,7.634,0.72,us,us2000aubr,2017-09-25T14:57:58.040Z,"150km NNW of Sola, Vanuatu",earthquake,11.6,7.8,0.045,150,reviewed,us,us
2017-09-25T15:07:27.620Z,-14.8531,167.4691,132.07,4.6,mb,,144,5.895,0.86,us,us2000aucr,2017-09-25T16:12:40.040Z,"50km ENE of Port-Olry, Vanuatu",earthquake,12.4,8.2,0.086,40,reviewed,us,us
